Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production Tons,Average Employees,Labor Hours
2020,103489,John Poe Mine,Alabama,De Kalb,Active,Surface,Independent Producer Operator,Mine only,Kennedy Brothers Construction,"756 Co. Rd 676, Fort Payne, AL 35968",,Appalachia Southern,17865,2,1440
2020,100329,Oak Grove Preparation Plant,Alabama,Jefferson,Active,Underground,Independent Producer Operator,Preparation Plant,Crimson Oak Grove Resources Ll,"8360 Taylors Ferry Rd, Hueytown, AL 35023",United Mine Workers Of America,Appalachia Southern,0,47,102797
2020,100627,Flat Top Mine,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,Best Coal Inc.,"P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,239590,42,107899
2020,100851,Oak Grove Mine,Alabama,Jefferson,Active,Underground,Independent Producer Operator,Mine only,Crimson Oak Grove Resources Ll,"8360 Taylors Ferry Rd, Bessemer, AL 35023",United Mine Workers Of America,Appalachia Southern,1608068,397,913988
2020,101401,No 7 Mine,Alabama,Jefferson,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,"Warrior Met Coal Mining, Llc","P.O. Box 133, Brookwood, AL 35444",United Mine Workers Of America,Appalachia Southern,5708153,844,2149456
2020,103101,Pratt No. 1 Mine,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Preparation Plant,Best Coal Inc.,"P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,0,12,27490
2020,103285,Narley Mine,Alabama,Jefferson,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Best Coal Inc,"P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,13813,9,22418
2020,103419,Maxine-Pratt Mine,Alabama,Jefferson,Active,Underground,Independent Producer Operator,Mine only,Alaco L.L.C.,"301 Matthews Drive, Jasper, AL 35503",,Appalachia Southern,159870,39,91635
2020,103437,Black Warrior Mine No 1,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,"Black Warrior Minerals, Inc.","P.O. Box 1190, Sumiton, AL 35148",,Appalachia Southern,222842,49,120634
2020,103455,Weller Mine,Alabama,Jefferson,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",,Appalachia Southern,37565,13,30450
2020,103523,Shannon Mine No. 3,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,"Rjr Mining Company, Inc.","P.O. Box 1253, Cullman, AL 35056",,Appalachia Southern,148410,32,71599
2020,103529,Sloan Mtn. No. 3,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,Best Coal Inc.,"P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,152478,38,103998
2020,4609151,Shm 46 Highwall Miner,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,Bundy Auger Mining Inc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Southern,9002,4,1990
2020,103380,Calera,Alabama,Shelby,Active,Surface,Independent Producer Operator,Preparation Plant,Conrad Yelvington Distributors,"4636 Scarborough Dr, Lutz, FL 33559",,Appalachia Southern,0,0,881
2020,103380,Calera,Alabama,Shelby,Active,Underground,Independent Producer Operator,Preparation Plant,Conrad Yelvington Distributors,"4636 Scarborough Dr, Lutz, FL 33559",,Appalachia Southern,0,8,16749
2020,103500,Murry Creek Surface Mine,Alabama,Shelby,Active,Surface,Independent Producer Operator,Mine only,"Camellia Met Mining, Llc","3400 County Road 260, Alabaster, AL 35114",,Appalachia Southern,3114,4,8200
2020,101247,No 4 Mine,Alabama,Tuscaloosa,"Active, men working, not producing",Underground,Independent Producer Operator,Mine and Preparation Plant,"Warrior Met Coal Mining, Llc","14730 Lock 17 Rd, Brookwood, AL 35444",United Mine Workers Of America,Appalachia Southern,2156095,404,1111612
2020,103172,"Searles Mine No. 2, 3, 4, 5, 6",Alabama,Tuscaloosa,Active,Surface,Independent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,Appalachia Southern,67467,31,63046
2020,103436,Swann's Crossing,Alabama,Tuscaloosa,Active,Surface,Independent Producer Operator,Mine only,"Southland Resources, Inc.","5710 University Blvd East, Cottondale, AL 35453",,Appalachia Southern,78157,32,66078
2020,103487,Carter Mine,Alabama,Tuscaloosa,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Cahaba Resources, Llc","P.O. Box 122, Vance, AL 35490",,Appalachia Southern,8898,8,4825
2020,103535,Deerlick West Mine,Alabama,Tuscaloosa,Active,Surface,Independent Producer Operator,Mine only,"Cahaba Resources, Llc","P.O. Box 122, Vance, AL 35490",,Appalachia Southern,45920,13,32250
2020,100347,Choctaw Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Best Coal Inc.,"P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,217646,36,86427
2020,102901,Shoal Creek Mine,Alabama,Walker,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,"Peabody Southeast Mining, Llc","P.O. Box 327, Oakman, AL 35579",United Mine Workers Of America,Appalachia Southern,0,3,877
2020,102901,Shoal Creek Mine,Alabama,Walker,"Active, men working, not producing",Underground,Independent Producer Operator,Mine and Preparation Plant,"Peabody Southeast Mining, Llc","P.O. Box 327, Oakman, AL 35579",United Mine Workers Of America,Appalachia Southern,714831,358,832648
2020,103155,Corinth Prep Plant,Alabama,Walker,Active,Underground,Independent Producer Operator,Preparation Plant,Prospect Mining & Development,"2002 2nd Avenue, Jasper, AL 35501",,Appalachia Southern,0,15,34573
2020,103389,Carbon Hill Mine,Alabama,Walker,Active,Underground,Independent Producer Operator,Mine only,Clas Coal Company Inc.,"P.O. Box 1291, Jasper, AL 35501",,Appalachia Southern,103699,24,55527
2020,103421,Slate Creek Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,"Yellowhammer Energy Solutions,","P.O. Box 2705, Jasper, AL 35502",,Appalachia Southern,97413,27,54893
2020,103426,Carbon Hill Prep Plant,Alabama,Walker,Active,Underground,Independent Producer Operator,Preparation Plant,Prospect Mining & Development,"218 Highway 195, Jasper, AL 35503",,Appalachia Southern,0,10,21237
2020,103496,Dutton Hill Mine No. 2,Alabama,Walker,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Best Coal Inc.,"P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,525,8,21299
2020,103522,Mccollum Mine,Alabama,Walker,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Quality Coal Company, Inc.","P.O. Box 88, Jasper, AL 35502",,Appalachia Southern,13476,6,3428
2020,103532,Stave Hollow Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,"Signal Resources, Llc","240 Oxmoor Circle, Suite 111, Birmingham, AL 35209",,Appalachia Southern,19411,4,6764
2020,103533,Shm-82,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Virginia Blvd, Ashland, KY 41102",,Appalachia Southern,274905,6,13308
2020,4609415,Shm 06,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,Yellowhammer Energy,"2005 Webster Road, Summersville, WV 26651",,Appalachia Southern,32183,5,5352
2020,5000030,Usibelli,Alaska,Denali,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743","International Brotherhood Of Teamsters, Chauffeurs, Warehouse",Western,1020870,102,199949
2020,503672,West Elk Mine,Colorado,Gunnison,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Mountain Coal Company, L.L.C.","5174 Highway 133, Somerset, CO 81434",,Uinta Region,2538091,319,607403
2020,504864,King Ii,Colorado,La Plata,Active,Underground,Independent Producer Operator,Mine only,Gcc Energy Llc,"6473 County Road 120, Hesperus, CO 81326",,Western,592669,85,160943
2020,502838,Trapper Mine,Colorado,Moffat,Active,Surface,Independent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union Of Operation Engineers,Uinta Region,2018648,169,357377
2020,502962,Colowyo Mine,Colorado,Moffat,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",,Uinta Region,1741368,212,407408
2020,4003376,Addcar System 16,Colorado,Moffat,Active,Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Va. Blvd, Ashland, KY 41102",,Uinta Region,87588,12,4122
2020,503505,Deserado Mine,Colorado,Rio Blanco,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",United Mine Workers Of America,Uinta Region,1885034,178,364107
2020,503836,Foidel Creek Mine,Colorado,Routt,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Peabody Twentymile Mining Llc,"29515 Routt Cnty Rd#27, Oak Creek, CO 80467",,Uinta Region,1192936,143,263409
2020,1103189,Mc#1 Mine,Illinois,Franklin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,M-Class Mining Llc,"11351 N. Thompsonville Rd., Macedonia, IL 62860",,Illinois Basin,7196444,356,766004
2020,1103203,Mine No. 1,Illinois,Hamilton,Active,Underground,Independent Producer Operator,Mine only,"Hamilton County Coal, Llc","County Road 500 East, Dahlgren, IL 62828",,Illinois Basin,2623205,181,404994
2020,1103242,Hamilton County Coal Processin,Illinois,Hamilton,Active,Underground,Independent Producer Operator,Preparation Plant,"Hamilton County Coal, Llc","18031 County Rd 500 East, Dahlgren, IL 62828",,Illinois Basin,0,24,56110
2020,1100726,Shay #1 Mine,Illinois,Macoupin,"Active, men working, not producing",Underground,Independent Producer Operator,Mine and Preparation Plant,Maryan Mining Llc,"14300 Brushy Mound Rd, Carlinville, IL 62626",,Illinois Basin,235411,37,71773
2020,1103182,Deer Run Mine,Illinois,Montgomery,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Patton Mining Llc,"P.O. Box 457, Hillsboro, IL 62049",,Illinois Basin,2886225,103,191953
2020,1103143,Prairie Eagle,Illinois,Perry,Active,Surface,Independent Producer Operator,Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,0,2,3184
2020,1103143,Prairie Eagle,Illinois,Perry,Active,Underground,Independent Producer Operator,Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,0,30,60494
2020,1103147,Prairie Eagle-Underground,Illinois,Perry,Active,Underground,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",,Illinois Basin,3778206,271,517436
2020,1103274,Golden Eagle Mine,Illinois,Perry,Active,Surface,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler/Trico Road, Percy, IL 62272",,Illinois Basin,388243,24,46397
2020,1102546,Preparation Plant,Illinois,Randolph,Active,Underground,Independent Producer Operator,Preparation Plant,"Peabody Midwest Mining, Llc","P.O. Box 397, Coulterville, IL 62237",,Illinois Basin,0,30,55893
2020,1103226,Hawkeye Mine,Illinois,Randolph,Active,Surface,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,75844,11,20705
2020,1103235,Gateway North Mine,Illinois,Randolph,Active,Underground,Operating Subsidiary,Mine only,"Peabody Gateway North Mining,","12968 State Route 13, Coulterville, IL 62237",,Illinois Basin,1819444,159,291713
2020,1103225,Watco Transloading/ Cahokia Te,Illinois,St Clair,Active,Surface,Operating Subsidiary,Preparation Plant,Watco Trans Loading Llc,"#2 Monsanto Avenute, Sauget, IL 62201",,Illinois Basin,0,14,25210
2020,1103225,Watco Transloading/ Cahokia Te,Illinois,St Clair,Active,Underground,Operating Subsidiary,Preparation Plant,Watco Trans Loading Llc,"#2 Monsanto Avenute, Sauget, IL 62201",,Illinois Basin,0,13,25209
2020,1103099,Willow Lake Central Preparatio,Illinois,Saline,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,Illinois Basin,0,12,8827
2020,1103212,Eagle River Coal Llc Mine No 1,Illinois,Saline,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,Eagle River Coal Llc,"250 Cross Pointe Blvd., Evansville, IN 47715",,Illinois Basin,686060,72,188536
2020,1519809,Shm-71,Illinois,Saline,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Virginia Blvd, Ashland, KY 41102",,Illinois Basin,155807,11,13329
2020,1102664,Viper Mine,Illinois,Sangamon,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Icg-Illinois, Llc","5945 Lester Road, Williamsville, IL 62693",,Illinois Basin,766327,214,369413
2020,1103064,Friendsville Mine,Illinois,Wabash,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Vigo Coal Operating Company Ll,"250 Cross Pointe Blvd, Evansville, IN 47715",,Illinois Basin,690988,48,143011
2020,1103296,Friendsville Prep Plant,Illinois,Wabash,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,Vigo Coal Operating Company,"250 Cross Pointe Blvd., Evansville, IN 47715",,Illinois Basin,0,10,23072
2020,1103193,Lively Grove Mine,Illinois,Washington,Active,Underground,Independent Producer Operator,Mine only,Prairie State Generating Compa,"4274 County Hwy 12, Marissa, IL 62257",,Illinois Basin,6433987,373,972105
2020,1103141,Mach #1 Mine,Illinois,Williamson,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Mach Mining Llc,"P.O. Box 300, Johnston City, IL 62951",,Illinois Basin,3841668,180,360952
2020,1202460,Ace In The Hole,Indiana,Clay,Active,Surface,Operating Subsidiary,Mine only,"Sunrise Coal, Llc.","1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,253029,34,71695
2020,1201732,Craney Mine,Indiana,Daviess,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,Solar Sources Mining Llc,"Post Office Box 7, Petersburg, IN 47567",,Illinois Basin,1029354,73,191009
2020,1202372,Antioch Mine,Indiana,Daviess,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Solar Sources Mining Llc,"250 Cross Pointe Blvd, Evansville, IN 47715",,Illinois Basin,1071875,95,237700
2020,1202374,Shamrock Mine,Indiana,Dubois,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,Solar Sources Mining Llc,"250 Cross Pointe Blvd, Evansville, IN 47715",,Illinois Basin,109392,19,44870
2020,1202425,Hilsmeyer Mine,Indiana,Dubois,Temporarily closed,Surface,Independent Producer Operator,Mine and Preparation Plant,"Sun Energy Group, Llc","2701 W 1100 S, Huntingburg, IN 47542",,Illinois Basin,2018,11,1110
2020,1202147,Francisco Mine,Indiana,Gibson,Active,Underground,Independent Producer Operator,Preparation Plant,"Peabody Midwest Mining, Llc","566 Dikeyville Rd, Lynnville, IN 47619",,Illinois Basin,0,22,48457
2020,1202258,Somerville Central Mine,Indiana,Gibson,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","566 Dickeyville Rd, Lynnville, IN 47619",,Illinois Basin,444573,26,62641
2020,1202295,Francisco Underground Pit,Indiana,Gibson,Active,Underground,Independent Producer Operator,Mine only,"Peabody Midwest Mining, Llc","P.O. Box 347, Francisco, IN 47649",,Illinois Basin,1572109,176,327171
2020,1202388,Gibson South,Indiana,Gibson,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,"Gibson County Coal, Llc","3455 S. 700 W., Owensville, IN 47665",,Illinois Basin,2190711,202,493931
2020,1202445,Addcar System 40 Hwm Ser # Lv2,Indiana,Gibson,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Addcar Systems, Llc","No. 1 Hwm Drive, Ashland, KY 40112",,Illinois Basin,261747,20,44150
2020,1202394,Oaktown Fuels Mine No. 1,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,3432952,343,718301
2020,1202418,Oaktown Fuels Mine No. 2,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,1810055,225,495113
2020,1202462,Oaktown Fuels Preparation Plan,Indiana,Knox,Active,Underground,Operating Subsidiary,Preparation Plant,"Sunrise Coal, Llc","1183 East Canvasback Dr., Terre Haute, IN 47802",,Illinois Basin,0,62,120026
2020,1201616,Solar Sources #2,Indiana,Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,Solar Sources Mining Llc,"625 N. 9th Street, Petersburg, IN 47567",,Illinois Basin,118395,11,27253
2020,1202497,Flint Hill Mine,Indiana,Spencer,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Sun Energy Group, Llc","2701 W 1100 S, Huntingburg, IN 47542",,Illinois Basin,10100,11,2494
2020,1202349,Carlisle Mine,Indiana,Sullivan,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Sunrise Coal, Llc.","1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,139672,15,40794
2020,1202422,Bear Run Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,Illinois Basin,5182613,434,953679
2020,1202441,Wild Boar Mine,Indiana,Warrick,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Peabody Wild Boar Mining, Llc","566 Dickeyville Rd., Lynnville, IN 47619",,Illinois Basin,2100512,197,423369
2020,1518950,Addcar Systems 03,Indiana,Warrick,Active,Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc,"12003 Virginia Blvd., Ashland, KY 41102",,Illinois Basin,111625,12,8270
2020,4801645,Addcar System 18 Hwm Serial No,Indiana,Warrick,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Eagle Highwall Mining Systems,","No. 1 Hwm Drive, Ashland, KY 41102",,Illinois Basin,101713,10,22622
2020,1509876,Tipple #3,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,Double Mountain Mining Llc,"P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,0,6,7578
2020,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,9,18324
2020,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,2,3234
2020,1518765,Shm-1 Right Fork,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Contract Highwall Mining, Llc","200 Second Street Suite 202, Pikeville, KY 41502",,Appalachia Central,20278,5,3895
2020,1518986,Balkan,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,25,42708
2020,1518986,Balkan,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,18,32218
2020,1519268,Mine #3,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Double Mountain Mining Llc,"34 Apollo Fuels Road, Middlesboro, KY 40965",,Appalachia Central,38413,18,39510
2020,1519272,Lowsplint Surface,Kentucky (East),Bell,Temporarily closed,Surface,Independent Producer Operator,Mine only,Double Mountain Mining Llc,"34 Apollo Fuels Road, Middlesboro, KY 40965",,Appalachia Central,11749,16,15835
2020,1519432,Four Mile,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813",,Appalachia Central,152402,32,99904
2020,1519844,Toms Fork Mine,Kentucky (East),Bell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Tennco Inc.,"1403 Cumberland Ave Suite F, Middlesboro, KY 40965",,Appalachia Central,106783,36,62969
2020,1519848,Bull Branch Mine,Kentucky (East),Bell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Tennco Inc.,"P.O. Box 517, Middlesboro, KY 40965",,Appalachia Central,89489,27,30670
2020,1519852,Shm-70,Kentucky (East),Bell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc.,"12081 Virginia Blvd, Ashland, KY 41102",,Appalachia Central,52805,6,4323
2020,1519857,Tackett Creek #2,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Tackett Creek Mining, Inc.","111 Mill Creek Road, Pathfork, KY 40863",,Appalachia Central,48380,13,19605
2020,1519885,Insull Ridge,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 249, Calvin, KY 40813",,Appalachia Central,37082,8,12079
2020,1519891,Right Fork Mine,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Alden Resources Llc,"332 W. Cumberland Gap Pkwy, Corbin, KY 40701",,Appalachia Central,2338,15,8433
2020,1516749,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Surface,Independent Producer Operator,Preparation Plant,"Cw Coal Sales, Inc","P.O. Box 203, Rush, KY 41168",,Appalachia Central,0,5,10469
2020,1516749,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Underground,Independent Producer Operator,Preparation Plant,"Cw Coal Sales, Inc","P.O. Box 203, Rush, KY 41168",,Appalachia Central,0,3,5637
2020,1518982,Sturgeon Freeman Fork,Kentucky (East),Breathitt,Active,Surface,Independent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","P.O. Box 368, Beattyville, KY 41311",,Appalachia Central,4922,3,4681
2020,1515153,Manchester Complex,Kentucky (East),Clay,Active,Surface,Independent Producer Operator,Preparation Plant,B & W Resources Inc,"300 Liperote Way, London, KY 40741",,Appalachia Central,0,14,31689
2020,1518418,Joe's Run,Kentucky (West),Daviess,Active,Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,297914,24,66521
2020,1519536,Joes Run Auger No. 26,Kentucky (West),Daviess,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,5643,4,11858
2020,1519667,Joes Run Processing,Kentucky (West),Daviess,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,0,4,11632
2020,1510271,#1 Plant,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Preparation Plant,"N F C Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653",,Appalachia Central,0,20,31375
2020,1515978,Spurlock Plant,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,Spurlock Mining Llc,"1801 Watergap Road, Prestonsburg, KY 41653",,Appalachia Central,0,12,20982
2020,1518574,No 2,Kentucky (East),Floyd,Temporarily closed,Surface,Independent Producer Operator,Mine only,Metelectric Llc,"2533 Pascoli Place, Lexington, KY 40509",,Appalachia Central,4036,3,1100
2020,1519242,Redhawk #1,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Redhawk Mining, Llc","3228 Summit Square Pl Ste 180, Lexington, KY 40509",,Appalachia Central,236325,80,129251
2020,1519724,No. 5,Kentucky (East),Floyd,Temporarily closed,Underground,Independent Producer Operator,Mine only,Mrm Mining Inc.,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,56273,17,16370
2020,1519726,No. 1,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,Coalton Mining Inc.,"P.O. Box 869, Salyersville, KY 41465",,Appalachia Central,53906,18,29035
2020,1519837,Sly Branch Mine,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,Tennco Inc.,"1160 Jackson Drive, Paris, TN 38242",,Appalachia Central,53722,13,27016
2020,1502263,D-29 Darby Fork,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,"Inmet Mining, Llc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,178311,46,109106
2020,1505215,Moore Processing,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Preparation Plant,"Jrl Coal, Inc.","966 Route 990, Coalgood, KY 40818",,Appalachia Central,0,4,8957
2020,1505215,Moore Processing,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Preparation Plant,"Jrl Coal, Inc.","966 Route 990, Coalgood, KY 40818",,Appalachia Central,0,27,55025
2020,1510657,Totz Prep Plant,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,0,9,21450
2020,1510657,Totz Prep Plant,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,0,0,217
2020,1512428,Prep Plant,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,"Double Branch Energy, Llc.","302 South Jefferson St, Roanoke, VA 24011",,Appalachia Central,0,4,5869
2020,1512428,Prep Plant,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,"Double Branch Energy, Llc.","302 South Jefferson St, Roanoke, VA 24011",,Appalachia Central,0,3,5868
2020,1518198,D-11 Panther,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,"Inmet Mining, Llc.","144 E Market Place Blvd., Knoxville, TN 37922",,Appalachia Central,55293,25,63260
2020,1518361,D-21,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,"Inmet Mining, Llc.","144 Market Place Blvd., Knoxville, TN 37922",,Appalachia Central,41333,14,34550
2020,1518423,Right Fork Splint,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,"Jrl Coal, Inc.","966 Rt. 990, Coalgood, KY 40818",,Appalachia Central,66503,26,45377
2020,1519455,Highsplint Strip Job #26,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,4th Gen Fuels Llc,"P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,94783,12,36035
2020,1519757,Day Branch,Kentucky (East),Harlan,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813",,Appalachia Central,5391,10,10333
2020,1519815,Three Point,Kentucky (East),Harlan,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Nally And Hamilton Enterprises,"P.O. Box 249, Calvin, KY 40813",,Appalachia Central,19684,10,8352
2020,1519827,Putney Darby Mine #1,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,Jrl Coal Inc,"966 Route 990, Coalgood, KY 40818",,Appalachia Central,256652,41,88700
2020,1519858,Cranks Creek,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813",,Appalachia Central,71297,15,32641
2020,1519859,Magnum #1,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,Jrl Coal Inc.,"966 Route 990, Coalgood, KY 40818",,Appalachia Central,246719,55,106488
